record_id,title,authors,language,publication_year,publisher,isbn_or_issn,segment,subsegment,perspective,topics,access_type,dataset_status
alm-ja-0006,ジ・エンド・オブ・バンキング 銀行の終わりと金融の未来,ジョナサン・マクミラン; 桜田直美,ja,2018,かんき出版,,Banking & Payments,ALM,practice,金利リスク バンキングブック,unknown,draft
alm-ja-0007,外為決済とＣＬＳ銀行,中島　真志,ja,2016,東洋経済新報社,9784492681428,Banking & Payments,ALM,practice,流動性リスク 管理,unknown,draft
alm-ja-0008,図解　簿記からはじめる企業財務入門,津森　信也,ja,2014,東洋経済新報社,9784492093191,Banking & Payments,ALM,practice,銀行 財務,unknown,draft
alm-ja-0009,中小･赤字企業も実践できる!借入0の資金繰り,高橋善也,ja,2014,秀和システム,9784798041520,Banking & Payments,ALM,practice,資金繰り 銀行,unknown,draft
alm-ja-0010,入門企業財務　戦略と実務　第４版,津森　信也,ja,2011,東洋経済新報社,9784492602041,Banking & Payments,ALM,practice,銀行 財務,unknown,draft
alm-ja-0011,バーゼルIIIの衝撃,大山剛,ja,2011,東洋経済新報社,9784492654392,Banking & Payments,ALM,practice,流動性リスク管理,unknown,draft
alm-ja-0012,図解30分で「銀行のしくみ」がすっきりわかる本,マーケティング・エクセレンス,ja,2010,秀和システム,4798025658,Banking & Payments,ALM,practice,金利リスク バンキングブック,unknown,draft
alm-ja-0013,資金調達完璧マニュアル,丸山武志; 山田英司,ja,2008,すばる舎,9784883997411,Banking & Payments,ALM,practice,資金調達 コスト,unknown,draft
alm-ja-0014,リレーションシップバンキングと地域金融,筒井義郎; 植村修一,ja,2007,Unknown,,Banking & Payments,ALM,practice,バンキングブック 金利リスク,unknown,draft
alm-ja-0015,金融自由化と金融政策・銀行行動,斉藤美彦,ja,2006,Unknown,,Banking & Payments,ALM,practice,預金行動モデル,unknown,draft
alm-ja-0016,事業投資と資金調達のための 「事業戦略計画」のつくり方,高橋透,ja,2006,PHP研究所,,Banking & Payments,ALM,practice,資金繰り計画,unknown,draft
alm-ja-0017,夢をかなえる資金計画マル秘テクニック 「マイホーム」賢い人はこうして買う!,吹田朝子; 高田晶子; 豊田眞弓,ja,2006,PHP研究所,9784569648095,Banking & Payments,ALM,practice,資金繰り計画,unknown,draft
alm-ja-0018,日本銀行政策委員会月報,,ja,2000,Unknown,,Banking & Payments,ALM,practice,流動性リスク 管理,unknown,draft
alm-ja-0019,日本銀行調查月報,,ja,2000,Unknown,,Banking & Payments,ALM,practice,流動性リスク 管理,unknown,draft
alm-ja-0020,米國駐在財務官報告,,ja,2000,Unknown,,Banking & Payments,ALM,practice,銀行 財務,unknown,draft
lend-en-0001,Behavioral Finance and Asset Prices,David Bourghelle; Pascal Grandin; Fredj Jawadi,en,2023,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0002,Decentralizing Finance,Kenneth Bok,en,2023,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0003,Structured Finance,Charles-Henri Larreur,en,2021,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0004,Asset Finance a Complete Guide - 2020 Edition,Gerardus Blokdyk,en,2020,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0005,Rebel Finance - Trilogy of Capital Assets,Ralph Edward Cope,en,2020,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0006,Bookkeeping Finance Assets Liabilities Accountant,Maximilian Armbruster,en,2020,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0007,Bookkeeping Finance Accountant Assets Accounting,Maximilian Armbruster,en,2020,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0008,Accounting Assets Bookkeeper Finance Accountant,Maximilian Armbruster,en,2020,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0009,Bookkeeper Assets Financial Management Finance,Maximilian Armbruster,en,2020,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0010,"Structured Finance LBOs, Project Finance, Asset Finance and Securitization",Charles-Henri Larreur,en,2019,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0011,to Z of Leasing and Asset Finance,Julian Rose; Stephen Bassett,en,2019,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0012,Praxishandbuch Asset Based Finance,F. Cerveny; Frank Cerveny,en,2017,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0013,Finance 2,Michael Frommel,en,2017,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0014,Asset Backed Securities and Structured Finance,Christian Strassburger,en,2013,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0015,Risk finance and asset pricing,Charles S. Tapiero,en,2010,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0016,Asset based lending in Canada,Alison R. Manzer,en,2008,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0017,Advances in corporate finance and asset pricing,Luc Renneboog,en,2006,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0018,Asset Based Working Capital Finance,Robin Peers; Edward Wilde; Richard Hawkins,en,2004,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0019,Leasing & Asset Finance,Chris Boobyer,en,2003,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0020,Asset and Project Finance,Neil Cuthbert,en,1997,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0021,Leasing and Asset Finance in the UK and Europe,Andy Thompson,en,1996,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0022,Project financing,John D. Finnerty,en,1996,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0023,Finance Theory and Asset Pricing,Frank Milne,en,1995,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0024,Asset finance and leasing handbook,Richard L. Grant,en,1992,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-en-0025,Raising finance through property assets,,en,1992,Unknown,,Banking & Payments,Lending,practice,asset finance,unknown,draft
lend-ja-0001,不動産証券化ビジネスの教科書［ファイナンス実務入門］,竹永良典; 小山内弘樹; 飛鳥リアルエステートアドバイザリー株式会社,ja,2025,秀和システム,,Banking & Payments,Lending,practice,シンジケートローン 実務,unknown,draft
lend-ja-0002,2025-2026年版 みんなが欲しかった！ FPの教科書 1級 Vol.1 ライフプランニングと資金計画・リスク管理／年金・社会保険／金融資産運用,滝澤ななみ; TAC FP講座,ja,2025,TAC出版,,Banking & Payments,Lending,practice,借換支援 融資,unknown,draft
lend-ja-0003,2024-2025年版 みんなが欲しかった！ FPの教科書 1級 Vol.1 ライフプランニングと資金計画・リスク管理／年金・社会保険／金融資産運用,滝澤ななみ; TAC FP講座,ja,2024,TAC出版,,Banking & Payments,Lending,practice,借換支援 融資,unknown,draft
lend-ja-0004,社長、この１冊で融資交渉が強くなります！ 銀行員のそのひとことには理由がある,川北 英貴,ja,2022,すばる舎,9784799110218,Banking & Payments,Lending,practice,コベナンツ 融資,unknown,draft
lend-ja-0005,NIPPONIA 地域再生ビジネス,藤原 岳史,ja,2022,President Inc,,Banking & Payments,Lending,practice,地域金融 事業性評価,unknown,draft
lend-ja-0006,ポストコロナのキャリア戦略　経営×ファイナンス,和田耕太郎; 堀江大介,ja,2021,ロギカ書房,,Banking & Payments,Lending,practice,LBO ファイナンス きんざい,unknown,draft
lend-ja-0007,地域金融復権のカギ「地方創生ファンド」,松本　直人,ja,2019,東洋経済新報社,9784492961551,Banking & Payments,Lending,practice,きんざい 融資,unknown,draft
lend-ja-0008,不動産政策研究　各論�V　不動産再生政策,不動産政策研究会; 浅見　泰司; 小林　正典,ja,2018,東洋経済新報社,9784492961445,Banking & Payments,Lending,practice,再生支援 融資,unknown,draft
lend-ja-0009,はじめよう、お金の地産地消――地域の課題を「お金と人のエコシステム」で解決する,木村真樹,ja,2017,英治出版,,Banking & Payments,Lending,practice,地域金融 事業性評価,unknown,draft
lend-ja-0010,地域金融機関による事業性評価と地方創生,あおぞら地域総研,ja,2016,Unknown,4322130410,Banking & Payments,Lending,practice,地域金融 事業性評価,unknown,draft
lend-ja-0011,証券化と債権譲渡ファイナンス,高橋正彦,ja,2015,NTT出版,4757123531,Banking & Payments,Lending,practice,ABL 融資,unknown,draft
lend-ja-0012,中小企業白書,中小企業庁,ja,2012,Unknown,4905427193,Banking & Payments,Lending,practice,ABL 融資,unknown,draft
lend-ja-0013,中小企業金融と地域振興,今　喜典,ja,2012,東洋経済新報社,9784492654453,Banking & Payments,Lending,practice,きんざい 融資,unknown,draft
lend-ja-0014,図解入門ビジネス最新コーポレートファイナンスの理論と仕組みがよーくわかる本,岸本義之; 松田千恵子,ja,2011,秀和システム,4798030392,Banking & Payments,Lending,practice,アセットファイナンス,unknown,draft
lend-ja-0015,中小企業と地域再生,日本中小企業学会,ja,2009,Unknown,,Banking & Payments,Lending,practice,コベナンツ 融資,unknown,draft
lend-ja-0016,住宅ローンコンサルティングの実務,増田武史; HLPセンター; 金子千春,ja,2008,週刊住宅新聞社,4784826130,Banking & Payments,Lending,practice,融資契約 実務,unknown,draft
lend-ja-0017,日本の中小企業,鹿野嘉昭,ja,2008,Unknown,,Banking & Payments,Lending,practice,ABL 融資,unknown,draft
lend-ja-0018,マイクロファイナンスのすすめ,菅　正広,ja,2008,東洋経済新報社,9784492443538,Banking & Payments,Lending,practice,プロジェクトファイナンス 金融財政事情,unknown,draft
lend-ja-0019,シンジケートローンの実務,菅原雅晴; 丸茂彰; 金川創,ja,2007,Unknown,4322110061,Banking & Payments,Lending,practice,シンジケートローン 実務,unknown,draft
lend-ja-0020,週刋金融財政事情,,ja,2007,Unknown,,Banking & Payments,Lending,practice,地域金融 事業性評価,unknown,draft
lend-ja-0021,週刊金融財政事情,,ja,2007,Unknown,,Banking & Payments,Lending,practice,LBO ファイナンス きんざい,unknown,draft
lend-ja-0022,ベンチャービジネスのファイナンス研究,辻聖二; 井上善海,ja,2006,Unknown,,Banking & Payments,Lending,practice,地域金融 事業性評価,unknown,draft
lend-ja-0023,金融企業再生,,ja,2005,Unknown,,Banking & Payments,Lending,practice,コベナンツ 融資,unknown,draft
lend-ja-0024,コベナンツ・ファイナンス入門,コベナンツ研究会,ja,2005,Unknown,4322108121,Banking & Payments,Lending,practice,コベナンツ ローン 実務,unknown,draft
lend-ja-0025,再生可能エネルギーが一番わかる,,ja,2000,株式会社 技術評論社,9784774158174,Banking & Payments,Lending,practice,プロジェクトファイナンス,unknown,draft
payfx-en-0001,Cross-Border Payments with Retail Central Bank Digital Currencies,Andre Reslow; Gabriel Soderberg; Natsuki Tsuda,en,2024,Unknown,,Banking & Payments,Payments/FX/International,practice,cross-border payments,unknown,draft
payfx-en-0002,Cross-Border Payments Integration in Latin America and the Caribbean,Dimitris Drakopoulos; Yibin Mu; Dmitry Vasilyev,en,2024,Unknown,,Banking & Payments,Payments/FX/International,practice,cross-border payments,unknown,draft
payfx-en-0003,Exploring Multilateral Platforms for Cross-Border Payments,Bank of International; International Monetary Fund; World Bank,en,2023,Unknown,,Banking & Payments,Payments/FX/International,practice,cross-border payments,unknown,draft
payfx-en-0004,The Role of Cryptocurrency in Cross-Border Payments,,en,2023,Unknown,,Banking & Payments,Payments/FX/International,practice,cross-border payments,unknown,draft
payfx-en-0005,IMF and World Bank Approach to Cross-Border Payments Technical Assistance,International Monetary; World Bank,en,2023,Unknown,,Banking & Payments,Payments/FX/International,practice,cross-border payments,unknown,draft
payfx-en-0006,"Informal Channel for Remittances, QR Code Payments, and China's Cross-Border E-commerce",Fodouop Kouam Arthur William,en,2023,Unknown,,Banking & Payments,Payments/FX/International,practice,cross-border payments,unknown,draft
payfx-en-0007,Works of Jonathan Swift,Sir Walter Scott; Jonathan Swift,en,2023,Unknown,,Banking & Payments,Payments/FX/International,practice,SWIFT operations,unknown,draft
payfx-en-0008,Swift,Brett Romero,en,2018,Unknown,,Banking & Payments,Payments/FX/International,practice,SWIFT operations,unknown,draft
payfx-en-0009,"iOS 12 Programming Fundamentals with Swift: Swift, Xcode, and Cocoa Basics",Matt Neuburg,en,2018,Unknown,,Banking & Payments,Payments/FX/International,practice,SWIFT operations,unknown,draft
payfx-en-0010,Network Programming with Swift,Karl Kowalski,en,2018,Unknown,,Banking & Payments,Payments/FX/International,practice,SWIFT operations,unknown,draft
payfx-en-0011,Technical Manual TM 3-34. 84 Swift Water Diving Operations March 2015,United States Government US Army,en,2017,Unknown,,Banking & Payments,Payments/FX/International,practice,SWIFT operations,unknown,draft
payfx-en-0012,"iOS 11 Programming Fundamentals with Swift: Swift, Xcode, and Cocoa Basics",Matt Neuburg,en,2017,Unknown,,Banking & Payments,Payments/FX/International,practice,SWIFT operations,unknown,draft
payfx-en-0013,iOS Development with Swift,Craig Grummit,en,2017,Unknown,,Banking & Payments,Payments/FX/International,practice,SWIFT operations,unknown,draft
